,0
Hydroxyanthralinic acid (Reported Values: 10-80 nmol/L),"3-hydroxyanthranilate 3,4-dioxygenase levels (HAAO.5861.78.3), Metabolite levels (3-hydroxyhexanoate), 3-hydroxyhexanoate levels, 3-hydroxyhippurate levels, 3-hydroxyadipate levels"
Picolinic acid (Reported Values: 20-100 nmol/L),"Picolinate levels, Metabolite levels (picolinate), Picolinoylglycine (X-12170) levels, Picolinoylglycine levels, Plasma picolinate levels in chronic kidney disease"
Quinolinic acid (Reported Values: 150-700 nmol/L),"Quinolinate levels, Plasma metabolome feature (c18_713) (Quinolinic acid), Urine quinolinate levels in chronic kidney disease, Quinolinate levels in elite athletes, Metabolite peak levels (QI12000), Metabolite peak levels (QI12380)"
Nicotinic acid (Reported Values: <20 nmol/L),"Nicotinic acid mononucleotide, Nicotinamide levels, Nicotinamide N-methyltransferase levels, Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 levels, N-acetyl-2-aminoadipate levels"
Nicotinamide (Reported Values: 100-600 nmol/L),"Nicotinamide levels, Niacinamide levels, 1-methylnicotinamide levels, Urine nicotinamide riboside levels in chronic kidney disease, Plasma metabolome feature (hilic_4134) (Nicotinic acid mononucleotide)"
N1 methylnicotinamide (Reported Values: 20-250 nmol/L),"1-methylnicotinamide levels, Plasma 1-methylnicotinamide levels in chronic kidney disease, Metabolite levels (1-methylurate), 1-methylurate levels, 1-methylnicotinamide levels in elite athletes."
Cystathionine (Reported Values: <0.4 µmol/L),"Cystathionine levels, Cystathionine beta-synthase levels, Urine cystathionine levels in chronic kidney disease, Plasma cystathionine levels in chronic kidney disease, Cystathionine levels in elite athletes"
Trigonelline (Reported Values: <25 µmol/L),"Trigonelline (N'-methylnicotinate) levels in elite athletes, 1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6) levels, 1-myristoyl-2-arachidonoyl-GPC (14:0/20:4) levels, 1-oleoyl-2-arachidonoyl-GPE (18:1/20:4) levels, 1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4) levels."
Folate (Reported Values: >7.5 nmol/L),"Serum folate levels, Folate pathway vitamin levels, Red blood cell folate levels, Folate receptor alpha levels, Folate receptor beta levels"
Vitamin B12 (Reported Values: >150 pmol/L),"Vitamin B12 levels, Transcobalamin-2 levels (TCN2.5584.21.3), Transcobalamin-2 levels, Holo-Transcobalamin-2 levels, Vitamin B9 levels."
Vitamin A (Reported Values: 1.46-2.84 µmol/L),"Retinol (Vitamin A) levels, Retinol (Vitamin A) levels in elite athletes, 4-oxo-retinoic acid levels, Retinol levels, Serum lycopene concentrations"
Vitamin D2 (Reported Values: 0-30 nmol/L),"Vitamin D levels, Vitamin D3 levels, 25-Hydroxyvitamin D levels, Serum 25-Hydroxyvitamin D levels, Neonatal total 25-hydroxyvitamin D levels (cord blood)"
Vitamin D3 (Reported Values: 32.4-98.5 nmol/L),"Vitamin D3 levels, 25-Hydroxyvitamin D levels, Serum 25-Hydroxyvitamin D levels, Neonatal total 25-hydroxyvitamin D levels (cord blood), Midgestational total 25-hydroxyvitamin D levels (antenatal blood)"
Alpha tocopherol (Reported Values: 18.9-38.8.0 µmol/L),"Alpha-tocopherol levels, Alpha-tocopherol levels in elite athletes, Gamma-tocopherol/beta-tocopherol levels, Oleoyl-linoleoyl-glycerol (18:1/18:2) [2] levels, Oleoyl-linoleoyl-glycerol (18:1/18:2) [1] levels."
Gamma tocopherol (Reported Values: 2-11 µmol/L),"Gamma-tocopherol/beta-tocopherol levels, Gamma-tocopherol/beta-tocopherol levels in elite athletes, Alpha-tocopherol levels, Gro-beta/gamma levels, Metabolite levels (1-dihomo-linolenylglycerol (alpha, gamma); 1-dihomo-linolenylglycerol (20:3))"
Methylmalonic acid (Reported Values: <0.26 µmol/L),"Methylmalonate (mma) levels, Metabolite levels (methylsuccinate), Succinic acid/Methylmalonic acid levels, Metabolite levels (ethylmalonate), Ethylmalonate levels."
Total homocysteine (Reported Values: <15 µmol/L),"Homocysteine levels, Plasma homocysteine levels, Plasma homocysteine levels (post-methionine load test), RBC levels of S-Adenosyl-L-homocysteine, Metabolite levels (S-adenosylhomocysteine (SAH); ___adenosylhomocysteine; S_Ado_homocysteine)"
Total cysteine (Reported Values: 150-350 µmol/L),"Cysteine levels, Cysteine s-sulfate levels, Cysteine sulfinic acid levels, Cysteinylglycine levels, Urine cysteine levels in chronic kidney disease."
Choline (Reported Values: 5-12 µmol/L),"Choline levels, Choline levels (advanced age), Choline levels in elite athletes, Choline levels (elderly offspring), RBC levels of Choline"
Betaine (Reported Values: 16-51 µmol/L),"Betaine levels, Plasma betaine levels in chronic kidney disease, Urine betaine levels in chronic kidney disease, Betaine levels in elite athletes, Betaine levels in individuals undergoing cardiac evaluation."
Dimethylglycine (Reported Values: 1.5–4 µmol/L),"Dimethylglycine levels, Dimethylglycine levels in elite athletes, Dimethylglycine levels in chronic kidney disease, Plasma dimethylglycine levels in chronic kidney disease, Metabolite levels (dimethylglycine)"
Creatinine (Reported Values: <90 µmol/L),"Serum creatinine levels, Creatinine levels (UKB data field 23478), Creatinine levels (UKB data field 30700), Chronic kidney disease and serum creatinine levels, Glomerular filtration rate (creatinine)"
Methionine (Reported Values: 18-33 µmol/L),"Methionine levels (Biocrates platform), Methionine levels, Methionine levels (Metabolon platform), Methionine sulfone levels, Methionine sulfoxide levels"
Methionine sulfoxide (Reported Values: not provided by bevital),"Methionine sulfoxide levels, Methionine sulfoxide levels in elite athletes, Urine methionine sulfoxide levels in chronic kidney disease, Methionine-R-sulfoxide reductase B3 levels, Methionine-R-sulfoxide reductase B2, mitochondrial levels"
Arginine (Reported Values: 10-80 µmol/L),"Arginine levels (Biocrates platform), Arginine levels, L-arginine levels, Plasma arginine levels in chronic kidney disease, Arginine levels in elite athletes"
Asymmetric dimethylarginine (Reported Values: 0.4-1.0 µmol/L),"Asymmetric dimethylarginine (Reported Values: 0.4-1.0 µmol/L), Asymmetrical dimethylarginine levels, Serum dimethylarginine levels (asymmetric/symmetric ratio), Symmetric dimethylarginine levels, Dimethylarginine (SDMA + ADMA) levels."
Symmetric dimethylarginine (Reported Values: 0.3-0.7 µmol/L),"Symmetric dimethylarginine levels, Symmetrical dimethylarginine levels, Asymmetrical dimethylarginine levels, Serum dimethylarginine levels (asymmetric/symetric ratio), Dimethylarginine (sdma + adma) levels"
Homoarginine (Reported Values: 2-6 µmol/L),"Homoarginine levels, Metabolite levels (homoarginine), Plasma homoarginine levels in chronic kidney disease, Urine homoarginine levels in chronic kidney disease, Homoarginine levels in elite athletes"
Trimethyllysine (Reported Values: not provided by bevital),"Plasma trimethyllysine levels, N6,n6,n6-trimethyllysine levels, Hydroxy-N6,N6,N6-trimethyllysine levels, Metabolite levels (N-6-trimethyllysine; N6,N6,N6-trimethyllysine; N6.N6.N6-trimethyllysine), 1,3,7-trimethylurate levels."
Histidine (Reported Values: not provided by bevital),"Histidine levels (UKB data field 23463), Histidine levels (Biocrates platform), Histidine levels (Metabolon platform), Histidine levels in elite athletes, Fasting histidine."
Trimethylamine N-oxide (Reported Values: not provided by bevital),"Trimethylamine N-oxide levels, Plasma trimethylamine N-oxide levels, Trimethylamine N-oxide levels in elite athletes, Trimethylamine levels, Hydroxy-N6,N6,N6-trimethyllysine levels"
Creatine (Reported Values: not provided by bevital),"Creatine levels, Creatine levels in elite athletes, Creatine kinase levels, Creatine kinase M-type levels (CKM.2670.67.4), Serum creatine levels"
1-Methylhistidine (Reported Values: 2.7-7 µmol/L),"1-methylhistidine levels, Metabolite levels (1-methylhistidine), N-acetyl-1-methylhistidine levels, Metabolite levels (N-acetyl-1-methylhistidine), Urine 1-methylhistidine levels in chronic kidney disease"
3-Methylhistidine (Reported Values: 0.7-14 µmol/L),"3-methylhistidine levels in elite athletes, Metabolite levels (3-methylcytidine), N-acetyl-3-methylhistidine levels, N-acetyl-3-methylhistidine levels in elite athletes, Metabolite levels (N-acetyl-3-methylhistidine)"
Pyridoxal 5'-phosphate (Reported Values: 17–102 nmol//L),"Plasma pyridoxal phosphate levels, Plasma pyridoxal phosphate to pyridoxal ratio, Cerebrospinal fluid pyridoxal phosphate to pyridoxal ratio, Cerebrospinal fluid pyridoxal phosphate levels, Pyridoxine-5-phosphate oxidase levels"
Pyridoxal (Reported Values: 6–28 nmol/L),"Pyridoxal levels, RBC levels of Pyridoxal, Pyridoxal 5'-phosphate levels, Cerebrospinal fluid pyridoxal phosphate to pyridoxal ratio, Plasma pyridoxal phosphate to pyridoxal ratio."
4-Pyridoxic acid (Reported Values: 11–88 nmol/L),"Plasma pyridoxic acid to pyridoxal phosphate ratio, Pyridoxal levels, Pyridoxal 5'-phosphate levels, 3-Indolepropionic acid to 4-Pyridoxic acid ratio in coronary artery disease, Plasma pyridoxal phosphate levels."
Pyridoxine (Reported Values: not provided by bevital),"Pyridoxal 5'-phosphate levels, Plasma pyridoxal phosphate levels, Cerebrospinal fluid pyridoxal phosphate levels, RBC levels of Pyridoxal, Plasma pyridoxal phosphate to pyridoxal ratio"
Thiamine (Reported Values: 7–16 nmol/L),"Thiamine-triphosphatase levels, Thiamin pyrophosphokinase 1 levels, Metabolite levels (threonine), Threonine levels (Biocrates platform), Threonylphenylalanine levels"
Thiamine monophosphate (Reported Values: 1–3 nmol/L),"Thiamine-triphosphatase levels, Thiamin pyrophosphokinase 1 levels, Serum phosphate levels, Phosphorus levels, Phosphate-to-erythronate ratio."
Riboflavin (Reported Values: 5–38 nmol/L),"Riboflavin kinase levels (RFK.13059.33.3), Riboflavin kinase levels, Metabolite levels (ribitol), Ribitol levels, Riboflavin to 3-Indolepropionic acid ratio in coronary artery disease."
Flavin mononucleotide (Reported Values: 3–13 nmol/L),"Flavin reductase levels, Flavonifractor sp002159265 abundance in stool, Flavonifractor sp900199495 abundance in stool, Filamin-A levels (FLNA.11124.9.3), Ficolin-1 levels (FCN1.3613.62.5)"
Neopterin (Reported Values: <20 nmol/L),"Dihydrobiopterin levels, Serum levels of protein NPPA, Serum levels of protein NPPB, Serum levels of protein NUP210, Serum levels of protein NEURL4"
Cotinine (Reported Values: not provided by bevital),"Cotinine levels in current smokers, Cotinine glucuronidation, Cotinine levels in smokers with chronic obstructive pulmonary disease, Smoking intensity (cotinine levels/cigarettes per day), Cotinine and 3'-hydroxycotinine levels in current smokers."
Trans-3'-hydroxycotinine (Reported Values: not provided by bevital),"Hydroxycotinine levels, Metabolite levels (hydroxycotinine), 3-hydroxycotinine glucuronide levels, Hydroxy-cmpf (X-02269) levels, 3-hydroxyadipate levels"
Tryptophan (Reported Values: 43-89 µmol/L),"Tryptophan levels, Tryptophan levels (Biocrates platform), Metabolite levels (tryptophan), Tryptophan levels (Metabolon platform), Plasma metabolome feature (hilic_2249) (L-Tryptophan)"
Kynurenine (Reported Values: 1.0-2.9 µmol/L),"Kynurenine levels, Metabolite levels (kynurenine; cmh_kynurenine; Kynurenine), Plasma metabolome feature (hilic_2278) (Kynurenine), Kynurenine levels in elite athletes, Plasma kynurenine levels in chronic kidney disease."
3-Hydroxykynurenine (Reported Values: 10-65 nmol/L),"Kynurenine levels, Metabolite levels (kynurenine; cmh_kynurenine; Kynurenine), Kynurenate levels, Urine 3-hydroxykynurenine levels in chronic kidney disease, Metabolite levels (kynurenate; kynurenic acid; kynurenic_acid; Kynurenic_acid)"
Xanthurenic acid (Reported Values: 5-35 nmol/L),"Xanthurenate levels, Metabolite levels (xanthurenate; cmh_xanthurenate; Xanthurenate), Urine xanthurenate levels in chronic kidney disease, Plasma xanthurenate levels in chronic kidney disease, Xanthurenate levels in elite athletes."
Anthranilic acid (Reported Values: 7-30 nmol/L),"N-formylanthranilic acid levels, Metabolite levels (N-formylanthranilic acid), 2,6-dihydroxybenzoic acid (X-09789) levels, X-11593--O-methylascorbate levels, Metabolite levels (X-11787)"
3-Hydroxyanthranilic acid (Reported Values: 7-50 nmol/L),"3-hydroxyhippurate levels, N-formylanthranilic acid levels, Metabolite levels (N-formylanthranilic acid), 3-hydroxyanthranilate 3,4-dioxygenase levels (HAAO.5861.78.3), 3-hydroxyanthranilate 3,4-dioxygenase levels."
Picolinic acid (Reported Values: 90-370nmol/L),"Picolinate levels, Metabolite levels (picolinate), Picolinoylglycine (X-12170) levels, Picolinoylglycine levels, 1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6) levels."
Quinolinic acid (Reported Values: 134-384 nmol/L),"Plasma metabolome feature (c18_713) (Quinolinic acid), Quinolinate levels, Kynurenate levels, Metabolite levels (kynurenate; kynurenic acid; kynurenic_acid; Kynurenic_acid), Kynureninase levels (KYNU.4559.64.2)"
Nicotinamide (Reported Values: 92-388 nmol/L),"Nicotinamide levels, Niacinamide levels, Urine nicotinamide riboside levels in chronic kidney disease, Nicotinamide riboside kinase 1 levels, 1-methylnicotinamide levels."
N1-methylnicotinamide (Reported Values: 27-221 nmol/L),"1-methylnicotinamide levels, Plasma 1-methylnicotinamide levels in chronic kidney disease, Metabolite levels (1-methylurate), X-12095--N1-methyl-3-pyridone-4-carboxamide levels, 1-methylnicotinamide levels in elite athletes."
Trigonelline (Reported Values: not provided by bevital),"Trigonelline (N'-methylnicotinate) levels, Trigonelline (n'-methylnicotinate) levels in elite athletes, Metabolite levels (glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)), Glycosyl-N-behenoyl-sphingadienine (d18:2/22:0) levels, Triacylglycerol (56:6) levels"
Folate Comments,"Serum folate levels, Red blood cell folate levels, Folate pathway vitamin levels, Folate receptor alpha levels, Folate receptor beta levels."
Cobalamin (vitamin B12) (Reported Values: >150 pmol/L),"Vitamin B12 levels, Transcobalamin-2 levels, Transcobalamin-1 levels, Holo-Transcobalamin-2 levels, Vitamin B12 levels."
Vitamin B12 Comments,"Vitamin B12 levels, Holo-Transcobalamin-2 levels, Transcobalamin-2 levels, Transcobalamin-1 levels, Folate pathway vitamin levels."
All-trans retinol (Reported Values: 1.46-2.84 µmol/L),"All-trans retinol, Retinol (Vitamin A) levels, Retinol-binding protein 4 levels, Retinol (Vitamin A) levels in elite athletes, Retinol-binding protein 1 levels."
25-hydroxy vitamin D2 (Reported Values: 0-30 nmol/L),"Serum 25-Hydroxyvitamin D levels, 25-hydroxyvitamin D levels, Neonatal total 25-hydroxyvitamin D levels (cord blood), Midgestational total 25-hydroxyvitamin D levels (antenatal blood), Vitamin D3 levels"
25-hydroxy vitamin D3 (Reported Values: 32.4-98.5 nmol/L),"25-Hydroxyvitamin D levels, Serum 25-Hydroxyvitamin D levels, Neonatal total 25-hydroxyvitamin D levels (cord blood), Midgestational total 25-hydroxyvitamin D levels (antenatal blood), Midgestational total 25-hydroxyvitamin D levels (maternal genetic effect)"
alpha-tocopherol (Reported Values: 18.9-38.8.0 µmol/L),"Alpha-tocopherol levels, Gamma-tocopherol/beta-tocopherol levels, Oleoyl-arachidonoyl-glycerol (18:1/20:4) [2] levels, Oleoyl-arachidonoyl-glycerol (18:1/20:4) [1] levels, 1-oleoyl-2-arachidonoyl-GPE (18:1/20:4) levels."
gamma-tocopherol (Reported Values: 2-11 µmol/L),"Gamma-tocopherol/beta-tocopherol levels, Oleoyl-arachidonoyl-glycerol (18:1/20:4) [1] levels, Oleoyl-arachidonoyl-glycerol (18:1/20:4) [2] levels, Gamma-tocopherol/beta-tocopherol levels in elite athletes, 1-oleoyl-2-linoleoyl-GPC (18:1/18:2) levels."
Total cholesterol [Assay Method: Colorimetric (Beckman AU5800)],"Total cholesterol levels, Serum total cholesterol levels, Cholesterol, total, Total Cholesterol in IDL, Non-HDL cholesterol levels."
Triglycerides [Assay Method: Colorimetric (Beckman AU5800)],"Triglyceride levels, Serum total triglyceride levels, Triacylglyceride levels, Triglycerides in IDL, Triglyceride levels in IDL."
High density lipoprotein cholesterol [Assay Method: Enzymatic (Beckman AU5800)],"High density lipoprotein cholesterol levels, HDL cholesterol, High density lipoprotein cholesterol levels (UKB data field 30760), High-density lipoprotein 2 cholesterol levels, High-density lipoprotein 3 cholesterol levels"
Low density lipoprotein cholesterol [Calculated using Friedwald equation: LDL = CHOL - HDL - TG/2.2. Note: Invalid (indicated by 8888) if triglycerides is more than or equals to 4.5],"Low density lipoprotein cholesterol levels, Direct low density lipoprotein cholesterol levels, Clinical LDL cholesterol levels, LDL cholesterol, LDL cholesterol levels (UKB data field 23405)"
Derived Variable: Ratio of Total Cholesterol:High-density Lipoprotein Cholesterol,"LDL cholesterol to HDL cholesterol ratio, High density lipoprotein cholesterol levels, NHDL cholesterol to HDL cholesterol ratio, High density lipoprotein cholesterol levels (UKB data field 30760), Total cholesterol to total lipids ratio in large HDL"
Derived Variable: Ratio of Triglycerides:High-density Lipoprotein Cholesterol,"Triglycerides to HDL cholesterol ratio, Ratio of diacylglycerol to triglycerides, Triglycerides to phosphoglycerides ratio (UKB data field 23435), HDL Cholesterol - Triglycerides (HDLC-TG), HDL cholesterol and triglyceride levels."
Insulin [Assay Method: Sandwich immunoassay (Beckman DxI 800)],"Insulin levels, Insulin levels in response to oral glucose tolerance test (120 minutes), Insulin levels in response to oral glucose tolerance test (30 minutes), Insulin levels in response to oral glucose tolerance test (fasting), 2-hour postprandial insulin levels in prediabetes."
Creatinine [Assay Method: Endpoint creatininase (Beckman AU5800) The creatinine assay calibration is traceable to an isotope dilution mass spectrometry (IDMS) reference method using the National Institutes of Standards and Technology (NIST) Standard Reference Material 967.],"Creatinine levels (UKB data field 23478), Serum creatinine levels, Urinary creatinine levels, Estimated glomerular filtration rate (creatinine), Glomerular filtration rate (creatinine)"
High sensitivity C-reactive protein [Assay Method: Colorimetric (Beckman AU5800)]. Low values (<0.1) indicated by 8888,"High-sensitivity C-reactive protein levels, C-reactive protein levels, Serum C-reactive protein concentration, Serum C-reactive protein concentration in inactive individuals, Serum C-reactive protein concentration in non-obese individuals."
Alanine transaminase [Assay Method: Enzymatic (Beckman AU5800) without addition of pyridoxal-5-phosphate co-factor]. Low values (<6) indicated by 8888,"Alanine transaminase levels, Liver enzyme levels (alanine transaminase), Alanine aminotransferase levels, Alanine transaminase levels in high alcohol intake, Alanine aminotransferase 1 levels"
Aspartate transaminase [Assay Method: Enzymatic (Beckman AU5800) without addition of pyridoxal-5-phosphate co-factor],"Aspartate aminotransferase levels (UKB data field 30650), Aspartate aminotransferase levels, Aspartate aminotransferase, cytoplasmic levels, Liver enzyme levels (aspartate transaminase), Serum glutamic-oxaloacetic transaminase levels"
Gamma glutamyl transferase [Assay Method: Colorimetric (Beckman AU5800)]. Low values (<10) indicated by 8888,"Gamma glutamyl transferase levels, Gamma-glutamyl transpeptidase levels, Liver enzyme levels (gamma-glutamyl transferase), Gamma glutamyl transpeptidase, Gamma glutamyl transferase levels in low alcohol consumption"
Uric acid [Assay Method: Colorimetric (Beckman AU5800)]. Low values (<89) indicated by 8888,"Serum uric acid levels, Serum urate levels, Urinary uric acid excretion, Urine uric Acid levels, Uric acid clearance."
Lipemia,"Hypo-HDL-cholesterolemia, Dyslipidemia, Disorders of lipid metabolism, Hyperlipidemia, Lipid or lipoprotein levels"
Icterus,"Icterus, Iritis, Pollinosis, Hypospadias, Ringworm."
Total cholesterol (Reference Range: < 5.2 mmol/L desirable; 5.2 - 6.1 mmol/L borderline high; ≥ 6.2 mmol/L high; Assay Method: Colorimetric (Beckman AU5800)),"Total cholesterol levels, Serum total cholesterol levels, Total cholesterol levels (UKB data field 23400), Total cholesterol levels (MTAG), Clinical LDL cholesterol levels (UKB data field 23404)"
Triglycerides (Reference Range: < 1.7 mmol/L optimal; 1.7 - 2.2 mmol/L desirable; 2.3 - 4.4 mmol/L high; ≥ 4.5 mmol/L very high; Assay Method: Colorimetric (Beckman AU5800)),"Triglycerides (50:4) levels, Triglycerides (56:9) levels, Triglycerides (58:10) levels, Triglycerides (56:1) levels, Triglycerides (56:2) levels."
High density lipoprotein cholesterol (Reference Range: < 1.0 mmol/L low; 1.0 - 1.5 mmol/L desirable; ≥ 1.6 mmol/L optimal; Assay Method: Enzymatic (Beckman AU5800)),"High density lipoprotein cholesterol levels, HDL cholesterol levels, High-density lipoprotein levels, HDL cholesterol levels (UKB data field 23406), HDL cholesterol."
Low density lipoprotein cholesterol=CHOL-HDL-TG/2.2 (Reference Range: < 2.5 mmol/L optimal; 2.6 - 3.3 mmol/L desirable; 3.4 - 4.0 mmol/L borderline high; 4.1 - 4.8 mmol/L high; ≥ 4.9 mmol/L; Assay Method: Calculated LDL-C = CHOL - HDL-C - TG/2.2),"Low density lipoprotein cholesterol levels, Direct low density lipoprotein cholesterol levels, Clinical LDL cholesterol levels, Clinical LDL cholesterol levels (UKB data field 23404), LDL cholesterol levels (UKB data field 23405)"
Derived Variable: Ratio of Total Cholesterol:High-density Lipoprotein Cholesterol (Reference Range: > 4.5 high risk for CHD),"Total cholesterol levels (UKB data field 23400), HDL cholesterol levels (UKB data field 23406), NHDL cholesterol to HDL cholesterol ratio, LDL cholesterol to HDL cholesterol ratio, Total cholesterol minus HDL-C levels (UKB data field 23401)"
Insulin (Reference Range: 0-25 mU/L; Assay Method: Sandwich immunoassay (Beckman DxI 800)),"Insulin levels, Insulin resistance, Acute insulin response, Peak insulin response (insulin secretion adjusted), Fasting insulin (adjusted for BMI) or polycystic ovary syndrome (pleiotropy)"
Creatinine (Reference Range: 50 – 90 umol/L; Assay Method: Endpoint creatininase (Beckman AU5800); Remarks: The creatinine assay calibration is traceable to an isotope dilution mass spectrometry (IDMS) reference method using the National Institutes of Standards and Technology (NIST) Standard Reference Material 967.),"Creatinine levels, Creatinine levels (UKB data field 23478), Creatinine levels (UKB data field 30700), Serum creatinine levels, Plasma metabolome feature (hilic_502) (Creatinine)"
High sensitivity C-reactive protein (Reference Range: < 1 mg/L low risk; 1.0 - 3.0 mg/L average risk; > 3.0 mg/L high risk; Assay Method: Colorimetric (Beckman AU5800)). Low values (<0.1) indicated by 8888,"High-sensitivity C-reactive protein levels, C-reactive protein levels (CRP.4337.49.2), C-reactive protein levels, Serum C-reactive protein concentration, C-reactive protein levels (MTAG)"
Alanine transaminase (Reference Range: 10 – 70 U/L; Assay Method: Enzymatic (Beckman AU5800); Remarks: without addition of pyridoxal-5-phosphate co-factor). Low values (<6) indicated by 8888,"Alanine transaminase levels, Liver enzyme levels (alanine transaminase), Alanine aminotransferase levels, Alanine aminotransferase 1 levels, Alanine aminotransferase levels (UKB data field 30620)"
Aspartate transaminase (Reference Range: 10 – 50 U/L; Assay Method: Enzymatic (Beckman AU5800); Remarks: without addition of pyridoxal-5-phosphate co-factor),"Aspartate aminotransferase levels (UKB data field 30650), Aspartate aminotransferase levels, Liver enzyme levels (aspartate transaminase), Serum glutamic-oxaloacetic transaminase levels, Aspartate transaminase levels in high alcohol intake."
Gamma glutamyl transferase (Reference Range: 10 – 80 U/L; Assay Method: Colorimetric (Beckman AU5800)). Low values (<10) indicated by 8888,"Gamma glutamyl transferase levels, Liver enzyme levels (gamma-glutamyl transferase), Gamma glutamyl transpeptidase, Protein-glutamine gamma-glutamyltransferase 2 levels, Protein-glutamine gamma-glutamyltransferase E levels"
Uric acid (Reference Range: 150 – 370 umol/L; Assay Method: Colorimetric (Beckman AU5800)),"Serum uric acid levels, Urine uric Acid levels, Serum urate levels, Urinary uric acid excretion, Glomerular load of uric acid"
Hemolysis (Reference Range: 50),"Sickle cell anemia (haemolysis), hemolysis of donated blood (osmotic), hemolysis of donated blood (oxidative), hemolysis of donated blood (cold-storage), Osmotic hemolysis of cold stored red blood cells"
Lipemia (Reference Range: 40),"Lipid or lipoprotein levels, Low-density lipoprotein levels, High-density lipoprotein levels, Low high density lipoprotein cholesterol levels, Low density lipoprotein cholesterol levels"
Icterus (Reference Range: 2),"IDP dMRI TBSS MD Cingulum cingulate gyrus L, IDP dMRI TBSS L2 Cingulum cingulate gyrus L, IDP dMRI TBSS L3 Cingulum cingulate gyrus L, IDP dMRI TBSS ICVF Cingulum cingulate gyrus L, DTI TBSS MD Cingulum cingulate gyrus L"
2-Hour Insulin. High values (>300) indicated by 8888,"2-hour postprandial insulin levels in prediabetes, Insulin levels in response to oral glucose tolerance test (120 minutes), Oral glucose tolerance test-2h, Two-hour glucose, Incremental insulin."
Notes about data,"Intelligence (MTAG), Verbal-numerical reasoning, Academic attainment (maths), Academic attainment (science), Working memory"
Choline (Reported Values: 5-15),"Choline levels, Total cholines levels, Total cholines levels (UKB data field 23436), Choline levels (advanced age), RBC levels of Choline"
Trimethylamineoxide (Reported Values: 0.5-60),"Trimethylamine n-oxide levels, Plasma trimethylamine N-oxide levels, Trimethylamine N-oxide levels in elite athletes, Metabolite levels (N-6-trimethyllysine; N6,N6,N6-trimethyllysine; N6.N6.N6-trimethyllysine), Plasma trimethyllysine levels"
Betaine (Reported Values: 20-60),"Betaine levels, Betaine levels in individuals undergoing cardiac evaluation, Betaine levels in elite athletes, Plasma betaine levels in chronic kidney disease, Urine betaine levels in chronic kidney disease"
Dimethylglycine (Reported Values: 1.5-5),"Dimethylglycine levels, Dimethylglycine levels in elite athletes, Dimethylglycine levels in chronic kidney disease, Metabolite levels (dimethylglycine), Picolinoylglycine levels"
Total homocysteine (Reported Values: 6-20),"Homocysteine levels, Plasma homocysteine levels, Plasma homocysteine levels (post-methionine load test), Cysteine levels, RBC levels of S-Adenosyl-L-homocysteine"
Creatine (Reported Values: 10-100),"Creatine levels, Metabolite levels (creatine), Creatine levels in elite athletes, Creatinine levels in elite athletes, Creatine kinase levels"
Creatinine (Reported Values: 50-100),"Creatinine levels, Serum creatinine levels, Urinary creatinine levels, Chronic kidney disease and serum creatinine levels, Estimated glomerular filtration rate (creatinine)"
Methionine (Reported Values: 18-50),"Methionine levels, Methionine levels (Biocrates platform), Methionine levels (Metabolon platform), RBC levels of Methionine, Methionine levels in elite athletes"
Methionine sulfoxide (Reported Values: 0.5-5),"Methionine sulfoxide levels, Methioninesulfoxide levels, Methionine sulfoxide levels in elite athletes, Urine methionine sulfoxide levels in chronic kidney disease, Mitochondrial peptide methionine sulfoxide reductase levels."
Total cysteine (Reported Values: 150-400),"Cysteine levels, Cysteine s-sulfate levels, Cysteine sulfinic acid levels, Cysteinylglycine levels, Cysteine levels in elite athletes."
Histidine (Reported Values: 50-100),"Histidine levels, Histidine levels (UKB data field 23463), Histidine levels (Biocrates platform), Histidine levels (Metabolon platform), Histidine levels in elite athletes."
3-Methylhistidine (3-MH) (Reported Values: 2.7-10),"3-methylhistidine levels in elite athletes, Plasma N-acetyl-3-methylhistidine* levels in chronic kidney disease, N-acetyl-3-methylhistidine levels in elite athletes, Urine 1-methylhistidine levels in chronic kidney disease, N-acetyl-3-methylhistidine levels."
1-Methylhistidine (1-MH); <Limit Of Detection indicated by 8881 (Reported Values: 0.5-15),"1-Methylhistidine (1-MH) levels, 1-methylhistidine levels in elite athletes, Urine 1-methylhistidine levels in chronic kidney disease, Metabolite levels (1-methylhistidine), N-acetyl-1-methylhistidine levels"
Citrulline (Reported Values: 10-60),"N-acetylcitrulline levels, RBC levels of Citrate, Metabolite levels (N-acetylhomocitrulline), L-Citrulline to 3-Indolepropionic acid ratio in coronary artery disease, Postprandial citrate"
Ornithine (Reported Values: 30-90),"Ornithine levels, Ornithine levels (Biocrates platform), Metabolite levels (ornithine), Ornithine levels in elite athletes, Ornithine levels (Metabolon platform)"
Arginine (Reported Values: 40-100),"Arginine levels, Arginine levels (Biocrates platform), L-arginine levels, Metabolite levels (arginine), Arginine levels (Metabolon platform)"
Asymmetric dimethylarginine (Reported Values: 0.4-0.8),"Asymmetrical dimethylarginine levels, Serum dimethylarginine levels (asymmetric/symetric ratio), Symmetrical dimethylarginine levels, Symmetric dimethylarginine levels, Dimethylarginine (sdma + adma) levels."
